Sample,Hamming_loss,Exact_match,Accuracy,
1,0.19850498338870434,0.0,0.20722325009060985,
2,0.1705802151189214,0.0,0.2564023204701933,
3,0.19267822736030826,0.0,0.2472416472416472,
4,0.2,0.0,0.30952380952380953,
5,0.2818181818181818,0.0,0.20512820512820512,
6,0.24820143884892087,0.0,0.20271739130434785,
7,0.2527777777777777,0.0,0.18057676327117356,
8,0.19947209653092005,0.0,0.21772466972411514,
9,0.2076978939724038,0.0,0.21337380656266103,
10,0.17300613496932515,0.0,0.2524235139426212,
11,0.18712574850299402,0.0,0.18350439882697944,
12,0.2341269841269841,0.0,0.13298417894162576,
13,0.17777777777777773,0.0,0.2547668116278664,
14,0.20119047619047617,0.0,0.1935681575300709,
15,0.18504572350726195,0.0,0.23736753334519678,
16,0.2073170731707317,0.0,0.2765957446808511,
17,0.1880943994364213,0.0,0.24004645750420406,
18,0.19076133447390933,0.0,0.20167496416885708,
19,0.20711111111111116,0.0,0.23110644681307546,
20,0.22708333333333333,0.0,0.2287683353379509,
21,0.33333333333333337,0.0,0.19894736842105262,
22,0.16337719298245615,0.0,0.29682236580568894,
23,0.19477911646586343,0.0,0.19402769187727506,
24,0.17249417249417248,0.0,0.20459816413854687,
25,0.18344226579520695,0.0,0.25143564032016597,
26,0.1869047619047619,0.0,0.2971170499371719,
27,0.19817073170731708,0.0,0.1967564259485924,
28,0.18452380952380953,0.0,0.1388888888888889,
29,0.25925925925925924,0.0,0.20925280681378244,
30,0.21271929824561406,0.0,0.18728128420891188,
31,0.1755656108597285,0.0,0.2140961318128524,
32,0.210625,0.0,0.16986329147043439,
33,0.31056793673616107,0.0,0.1930889458682297,
34,0.20364238410596025,0.0,0.18193628025923012,
35,0.21710526315789475,0.0,0.13157894736842105,
36,0.18509316770186335,0.0,0.2484673749379632,
37,0.2333333333333333,0.0,0.26375434446902746,
38,0.18034638554216867,0.0,0.21174127807850116,
39,0.33786848072562353,0.0,0.3079238061272254,
40,0.21730769230769234,0.0,0.22446450543386223,
41,0.2464516129032258,0.0,0.12340054924772532,
42,0.2142857142857143,0.0,0.14632352941176469,
43,0.22913907284768215,0.0,0.15299428502158535,
44,0.23455882352941176,0.0,0.1863417455713269,
45,0.18240850059031877,0.0,0.23070898162597134,
46,0.20101046553590757,0.0,0.2244371254838693,
47,0.17419354838709677,0.0,0.18438125032052927,
48,0.2033898305084746,0.0,0.3333333333333333,
49,0.175,0.0,0.30882638415167557,
50,0.21572580645161293,0.0,0.21325455754194542,
51,0.19163763066202089,0.0,0.20224928321867247,
52,0.26587301587301587,0.0,0.15229856652849066,
53,0.23076923076923075,0.0,0.1664229870900821,
54,0.18238993710691825,0.0,0.23469575100542053,
55,0.2230769230769231,0.0,0.19444444444444445,
56,0.3529411764705882,0.0,0.24422336328626443,
57,0.2140092879256966,0.0,0.2504532313208785,
58,0.2481873954266592,0.0,0.14953233610197927,
59,0.19934640522875818,0.0,0.2614507322387757,
60,0.23607427055702918,0.0,0.2128076816857037,
61,0.18506493506493507,0.0,0.2020123839009288,
Average,0.2112316724322564,0.0,0.21240892743150402,
varience,0.0016551190871903247,0.0,0.00215710241638726,
standard deviation,0.04068315483330078,0.0,0.04644461665669402,
