Sample,Hamming_loss,Exact_match,Accuracy,
1,0.18637110016420363,0.0,0.31266736331326,
2,0.17129240257919812,0.0,0.2708677456590563,
3,0.16666666666666666,0.0,0.3286435341603164,
4,0.15517241379310345,0.0,0.425531914893617,
5,0.23563218390804597,0.0,0.3387096774193548,
6,0.16091954022988506,0.0,0.3517628205128205,
7,0.21408045977011494,0.0,0.258294172306292,
8,0.19134550371872888,0.0,0.2558833187315293,
9,0.18582375478927204,0.0,0.27529733245944904,
10,0.1735632183908046,0.0,0.24873935267940306,
11,0.19396551724137934,0.0,0.27636118215402106,
12,0.21647509578544064,0.0,0.21309107447121975,
13,0.1796934865900383,0.0,0.24664397142704317,
14,0.1776135741652983,0.0,0.2760672361532037,
15,0.1974921630094044,0.0,0.30197852041264633,
16,0.15517241379310345,0.0,0.47058823529411764,
17,0.17275185936443543,0.0,0.27962670430022835,
18,0.17651888341543512,0.0,0.28694818593627486,
19,0.1781609195402299,0.0,0.26922042805316815,
20,0.18007662835249041,0.0,0.2798436181083122,
21,0.1781609195402299,0.0,0.28894878706199456,
22,0.20593869731800765,0.0,0.22676659669892837,
23,0.17337164750957856,0.0,0.2694603501602441,
24,0.1688770999115827,0.0,0.2588482297156276,
25,0.16819923371647508,0.0,0.27797675931508714,
26,0.17720306513409959,0.0,0.3429774900737634,
27,0.20689655172413796,0.0,0.25651392632524705,
28,0.23563218390804597,0.0,0.1276595744680851,
29,0.22796934865900384,0.0,0.19786945081062726,
30,0.2260536398467433,0.0,0.1798299160724621,
31,0.18390804597701152,0.0,0.24444126754415324,
32,0.20632183908045976,0.0,0.22607836238616658,
33,0.1945181255526083,0.0,0.2759067815150138,
34,0.1853448275862069,0.0,0.279815693819058,
35,0.20114942528735633,0.0,0.16666666666666666,
36,0.18735632183908046,0.0,0.2799263183534283,
37,0.19827586206896552,0.0,0.21609797451290721,
38,0.1918103448275862,0.0,0.2144791441127969,
39,0.27586206896551724,0.0,0.24567426108374382,
40,0.1706896551724138,0.0,0.2849912734610084,
41,0.2206896551724138,0.0,0.1708707696915244,
42,0.14367816091954022,0.0,0.30821371610845294,
43,0.1885057471264368,0.0,0.24281136169882972,
44,0.21149425287356322,0.0,0.19444216548579935,
45,0.2027168234064786,0.0,0.2322170397903194,
46,0.19979716024340768,0.0,0.24592416428068264,
47,0.17385057471264367,0.0,0.2847284434490482,
48,0.22413793103448276,0.0,0.1875,
49,0.21408045977011492,0.0,0.27518112324146804,
50,0.18318965517241378,0.0,0.22092547101762985,
51,0.18513957307060752,0.0,0.2537536622373733,
52,0.21839080459770116,0.0,0.169062886211454,
53,0.235632183908046,0.0,0.19651546620191637,
54,0.17672413793103448,0.0,0.3274792611478381,
55,0.16091954022988506,0.0,0.17647058823529413,
56,0.22413793103448276,0.0,0.2456538170823885,
57,0.17917511832319133,0.0,0.28149533005699473,
58,0.20062695924764895,0.0,0.23958723677682858,
59,0.18965517241379312,0.0,0.28827300150829566,
60,0.19098143236074272,0.0,0.27740776157395447,
61,0.1839080459770115,0.0,0.25217391304347825,
Average,0.18935093561964564,0.0,0.25642552244261146,
varience,5.724163812842407E-4,0.0,0.00329459843286809,
standard deviation,0.023925224790673143,0.0,0.057398592603548126,
