Sample,Hamming_loss,Exact_match,Accuracy,
1,0.20182555780933054,0.0,0.2837885900966919,
2,0.20396664412891596,0.0,0.30533569725853904,
3,0.1981609195402299,0.0,0.2964867843858561,
4,0.19528735632183905,0.0,0.2843811870529525,
5,0.18689655172413794,0.0,0.31253301317868215,
6,0.20735632183908045,0.0,0.27490828017982116,
7,0.19758620689655182,0.0,0.2889997098008421,
8,0.19827586206896544,0.0,0.29804022381180106,
9,0.19379310344827588,0.0,0.3020747851860597,
10,0.1879310344827586,0.0,0.31312592217436175,
Average,0.17918905075091687,0.0,0.2690612902841461,
varience,3.264264472839777E-4,0.0,7.920420634167871E-4,
standard deviation,0.01806727559107841,0.0,0.028143241878234054,
