Sample,Hamming_loss,Exact_match,Accuracy,
1,0.19799414018480962,0.0,0.29614815439330366,
2,0.19923371647509572,0.0,0.29685900853898284,
3,0.20149425287356323,0.0,0.2965753060425705,
4,0.1987356321839081,0.0,0.2865088519771396,
5,0.19804597701149423,0.0,0.2846776731534708,
6,0.20850574712643685,0.0,0.2721944493550914,
7,0.20873563218390806,0.0,0.2757495771372059,
8,0.19275862068965513,0.0,0.28294940851202705,
9,0.19839080459770111,0.0,0.2874521513691145,
10,0.1908045977011494,0.0,0.32577223639987146,
Average,0.18133628372979288,0.0,0.2640806197162525,
varience,3.2599787698512494E-4,0.0,8.178211323933326E-4,
standard deviation,0.018055411293712614,0.0,0.028597572141588045,
