|             Selection: sum=0.060240219000 s; mean=0.000602402190 s        |
|              Altering: sum=0.228743991000 s; mean=0.002287439910 s        |
|   Fitness calculation: sum=13498.350571504001 s; mean=134.983505715040 s  |
|     Overall execution: sum=25197.335779307000 s; mean=251.973357793070 s  |
+---------------------------------------------------------------------------+
|  Evolution statistics                                                     |
+---------------------------------------------------------------------------+
|           Generations: 100                                                |
|               Altered: sum=298,474; mean=2984.740000000                   |
|                Killed: sum=0; mean=0.000000000                            |
|              Invalids: sum=0; mean=0.000000000                            |
+---------------------------------------------------------------------------+
|  Population statistics                                                    |
+---------------------------------------------------------------------------+
|                   Age: max=0; mean=0.000000; var=0.000000                 |
|               Fitness:                                                    |
|                      min  = 12.613345080060                               |
|                      max  = 14.959962388357                               |
|                      mean = 13.792161002256                               |
|                      var  = 0.090723144886                                |
|                      std  = 0.301202830142                                |
+---------------------------------------------------------------------------+
Population size: 100,Alterers: CompositeAlterer:
   - SwapMutator[p=0.350000]
   - PartiallyMatchedCrossover[p=0.350000],SurvivorsSelectors: EliteSelector[1, TournamentSelector[s=3]],Optimizer: MINIMUM
Total time 40205
