Sample,Hamming_loss,Exact_match,Accuracy,
1,0.20306513409961688,0.0,0.29467801359592355,
2,0.2050935316655398,0.0,0.29541497828661195,
3,0.19827586206896555,0.0,0.29358875496311004,
4,0.20264367816091955,0.0,0.28886251596166074,
5,0.1998850574712644,0.0,0.2860136506828847,
6,0.20436781609195404,0.0,0.29139156103532593,
7,0.19816091954022988,0.0,0.28646828948813086,
8,0.19885057471264372,0.0,0.2975590014129037,
9,0.1966666666666667,0.0,0.2895326139917177,
10,0.20379310344827586,0.0,0.2775210143806391,
Average,0.18280021308418878,0.0,0.26373003579990073,
varience,3.113196994672905E-4,0.0,6.603643887814957E-4,
standard deviation,0.017644254007106407,0.0,0.02569755608577391,
