Sample,Hamming_loss,Exact_match,Accuracy,
1,0.20257452574525747,0.0,0.31039651325372314,
2,0.22363765038924274,0.0,0.2777669969360982,
3,0.18312052320149486,0.0,0.28630907148356105,
4,0.21547619047619046,0.0,0.2339021164021164,
5,0.27814569536423844,0.0,0.19208424110384895,
6,0.2393939393939394,0.0,0.2832539682539682,
7,0.2138188608776844,0.0,0.26248250980931254,
8,0.20113935144609996,0.0,0.2666281836844348,
9,0.22886690647482014,0.0,0.26443246895029315,
10,0.2755102040816327,0.0,0.22188068424257845,
11,0.1620689655172414,0.0,0.24394842056132382,
12,0.19767932489451479,0.0,0.23978226860472698,
13,0.18089602704987318,0.0,0.32891995760225023,
14,0.20382165605095542,0.0,0.30434782608695654,
15,0.18506493506493507,0.0,0.2357142857142857,
16,0.19745222929936307,0.0,0.27906976744186046,
17,0.2389705882352941,0.0,0.24242424242424243,
18,0.5189189189189188,0.0,0.22385093167701867,
19,0.25815602836879437,0.0,0.2525918273340359,
20,0.24390243902439027,0.0,0.2615017521994267,
21,0.19207738369415017,0.0,0.2769694573565645,
22,0.21600000000000003,0.0,0.2860027934112602,
23,0.2142857142857143,0.0,0.33035714285714285,
24,0.19137596899224804,0.0,0.2917331535291945,
25,0.19590939824205542,0.0,0.3005488429882043,
26,0.22151898734177217,0.0,0.27739196664075455,
27,0.3072916666666667,0.0,0.30415938228438233,
28,0.21875,0.0,0.18559578341555086,
29,0.2138336347197107,0.0,0.2768749220074008,
30,0.2459720730397422,0.0,0.23346173288939903,
31,0.24113082039911313,0.0,0.24984919432970545,
32,0.21940928270042193,0.0,0.2371794871794872,
33,0.19254658385093168,0.0,0.28170660432495614,
34,0.49786324786324787,0.0,0.2450764744882392,
35,0.22232734153263953,0.0,0.2851068551927843,
36,0.2355631789594054,0.0,0.2584271065811739,
37,0.22280178837555883,0.0,0.2739158886663249,
38,0.1764705882352941,0.0,0.31798852148677825,
39,0.19953416149068323,0.0,0.22885456904739454,
40,0.1985759493670886,0.0,0.2683051732484403,
41,0.30886670581327075,0.0,0.24737513079733553,
42,0.21635220125786164,0.0,0.24194568030562305,
43,0.24624060150375937,0.0,0.22014352014352012,
44,0.22784810126582278,0.0,0.34545454545454546,
45,0.2777777777777778,0.0,0.23076923076923078,
46,0.1904761904761905,0.0,0.27341713397205386,
47,0.1895682664913434,0.0,0.2620364285989936,
48,0.279228855721393,0.0,0.2062007928870699,
49,0.18404907975460122,0.0,0.2791940452233098,
50,0.2261904761904762,0.0,0.27673373590602446,
51,0.18944099378881993,0.0,0.2506258640387183,
52,0.29776422764227645,0.0,0.2895379286723973,
53,0.24340527577937646,0.0,0.24774299848156747,
54,0.3153153153153153,0.0,0.20267237862097104,
55,0.23,0.0,0.2507796257796258,
56,0.26724137931034486,0.0,0.28216496932772306,
57,0.24817518248175183,0.0,0.20930232558139536,
Average,0.23120333379658115,0.0,0.2575325762112294,
varience,0.0038993664942743493,0.0,0.0011591085832386085,
standard deviation,0.06244490767287873,0.0,0.03404568376811675,
