Sample,Hamming_loss,Exact_match,Accuracy,
1,0.19348659003831417,0.0,0.29749817926942573,
2,0.19326121253098932,0.0,0.3080473277318467,
3,0.20344827586206893,0.0,0.28218425975417044,
4,0.19563218390804604,0.0,0.29808591067192075,
5,0.1958620689655173,0.0,0.2995175012775144,
6,0.19333333333333333,0.0,0.30013850647731355,
7,0.20080459770114933,0.0,0.28186767563086546,
8,0.2004597701149426,0.0,0.28348597946603793,
9,0.20344827586206887,0.0,0.2943776020704054,
10,0.19942528735632187,0.0,0.2930767061027641,
Average,0.17992378142479562,0.0,0.26711633167747856,
varience,3.0793487065439217E-4,0.0,7.115950565064915E-4,
standard deviation,0.01754807313223854,0.0,0.026675739099535585,
